,logit,prediction,sentiment_score,Date
1083,[0.02638301 0.46351638 0.51010066],neutral,-0.43713337,2020-11-20 06:24:00
1084,[0.85637105 0.01092323 0.13270569],positive,0.84544784,2020-11-20 00:56:39
1085,[0.06362558 0.01379279 0.92258155],neutral,0.04983279,2020-11-19 13:43:23
1086,[0.8238189  0.14262761 0.03355347],positive,0.6811913,2020-11-19 12:16:37
1087,[0.18570754 0.01268318 0.8016093 ],neutral,0.17302436,2020-11-19 12:00:02
1088,[0.8647403  0.0214249  0.11383478],positive,0.8433154,2020-11-19 11:04:45
1089,[0.85963815 0.01691826 0.12344366],positive,0.8427199,2020-11-19 10:09:00
1090,[0.20251727 0.02245335 0.77502936],neutral,0.18006392,2020-11-19 09:59:00
1091,[0.42798933 0.00911227 0.5628984 ],neutral,0.41887707,2020-11-19 09:45:00
1092,[0.11022134 0.04832473 0.8414539 ],neutral,0.06189661,2020-11-19 07:41:00
1093,[0.07814829 0.7381694  0.18368225],negative,-0.66002107,2020-11-19 03:16:00
1094,[0.14739758 0.01102414 0.84157825],neutral,0.13637343,2020-11-18 18:22:00
1095,[0.04343474 0.70269156 0.25387377],negative,-0.6592568,2020-11-18 16:54:37
1096,[0.45926222 0.01149374 0.52924407],neutral,0.44776848,2020-11-18 16:40:17
1097,[0.8500092  0.04252955 0.1074613 ],positive,0.8074797,2020-11-18 15:39:21
1098,[0.4828879 0.0187933 0.4983188],neutral,0.4640946,2020-11-18 15:30:30
1099,[0.5933637  0.1499147  0.25672165],positive,0.44344902,2020-11-18 15:03:22
1100,[0.10362628 0.18421471 0.71215904],neutral,-0.08058843,2020-11-18 14:48:04
1101,[0.8667708  0.00945831 0.12377078],positive,0.8573125,2020-11-18 13:45:00
1102,[0.9540025  0.0182287  0.02776881],positive,0.9357738,2020-11-18 13:41:56
1103,[0.06968327 0.0565031  0.8738136 ],neutral,0.01318017,2020-11-18 13:16:00
1104,[0.01475098 0.9501259  0.03512311],negative,-0.9353749,2020-11-18 13:06:45
1105,[0.2540347  0.00826775 0.7376976 ],neutral,0.24576695,2020-11-18 12:52:00
1106,[0.2070421  0.01186419 0.7810937 ],neutral,0.19517791,2020-11-18 12:49:00
1107,[0.3823334  0.00988732 0.60777926],neutral,0.37244606,2020-11-18 12:45:47
1108,[0.07703608 0.0124252  0.9105387 ],neutral,0.064610876,2020-11-18 12:45:11
1109,[0.03188795 0.09390076 0.8742113 ],neutral,-0.062012803,2020-11-18 12:45:03
1110,[0.13755769 0.01254386 0.84989846],neutral,0.12501383,2020-11-18 12:45:00
1111,[0.41845977 0.0107637  0.5707765 ],neutral,0.40769607,2020-11-18 12:44:48
1112,[0.11664885 0.3482587  0.5350924 ],neutral,-0.23160985,2020-11-18 12:23:40
1113,[0.9567895  0.01933321 0.0238773 ],positive,0.9374563,2020-11-18 10:20:00
1114,[0.08616749 0.32934144 0.5844911 ],neutral,-0.24317396,2020-11-17 17:53:00
1115,[0.9556855  0.01736884 0.02694566],positive,0.93831664,2020-11-17 14:37:33
1116,[0.6406381  0.01030567 0.34905615],positive,0.63033247,2020-11-17 11:04:57
1117,[0.54611135 0.10284377 0.35104486],positive,0.44326758,2020-11-17 09:07:10
1118,[0.26068488 0.01079898 0.7285161 ],neutral,0.2498859,2020-11-17 08:31:53
1119,[0.21840398 0.00940513 0.7721909 ],neutral,0.20899884,2020-11-17 08:00:00
1120,[0.45751125 0.1934347  0.34905398],positive,0.26407653,2020-11-17 07:53:00
1121,[0.0348968  0.6595214  0.30558175],negative,-0.6246246,2020-11-17 02:02:27
1122,[0.01264148 0.9526945  0.03466403],negative,-0.940053,2020-11-16 19:55:28
1123,[0.3148489  0.00762214 0.677529  ],neutral,0.30722675,2020-11-16 16:37:04
1124,[0.04380029 0.01479407 0.94140565],neutral,0.02900622,2020-11-16 15:44:12
1125,[0.10581937 0.27587134 0.61830926],neutral,-0.17005196,2020-11-16 15:25:20
1126,[0.24454322 0.09090409 0.66455275],neutral,0.15363914,2020-11-16 14:53:56
1127,[0.03424176 0.03572128 0.93003696],neutral,-0.001479514,2020-11-16 12:25:49
1128,[0.0285256  0.03522082 0.93625355],neutral,-0.006695224,2020-11-16 11:48:59
1129,[0.8229733  0.00663697 0.17038977],positive,0.81633633,2020-11-16 09:45:00
1130,[0.8480405  0.00733679 0.14462264],positive,0.8407037,2020-11-16 08:33:38
1131,[0.4672015  0.02890721 0.5038913 ],neutral,0.4382943,2020-11-16 08:25:00
1132,[0.94314045 0.01685598 0.04000354],positive,0.92628443,2020-11-16 07:28:00
1133,[0.19359538 0.01620858 0.7901961 ],neutral,0.1773868,2020-11-15 21:24:10
1134,[0.34024286 0.01242291 0.6473342 ],neutral,0.32781994,2020-11-15 09:34:31
1135,[0.01729477 0.60134935 0.38135585],negative,-0.5840546,2020-11-15 05:59:00
1136,[0.05279054 0.02068188 0.92652756],neutral,0.032108653,2020-11-14 17:15:34
1137,[0.81132936 0.00833168 0.18033896],positive,0.8029977,2020-11-14 07:00:00
1138,[0.12482729 0.84820396 0.02696881],negative,-0.7233767,2020-11-13 18:11:00
1139,[0.05417712 0.02054577 0.9252772 ],neutral,0.033631355,2020-11-13 15:10:47
1140,[0.05089995 0.58513933 0.36396074],negative,-0.5342394,2020-11-13 10:37:47
1141,[0.01334693 0.9444215  0.04223149],negative,-0.9310746,2020-11-13 07:48:00
1142,[0.27432704 0.04647794 0.67919505],neutral,0.2278491,2020-11-13 06:57:58
1143,[0.76099235 0.0091732  0.22983448],positive,0.75181913,2020-11-13 06:56:09
1144,[0.15057871 0.04820878 0.8012125 ],neutral,0.102369934,2020-11-12 20:58:49
1145,[0.05540748 0.012763   0.9318295 ],neutral,0.04264448,2020-11-12 17:26:00
1146,[0.34608373 0.35533094 0.29858536],negative,-0.009247214,2020-11-12 14:19:39
1147,[0.05921669 0.68314624 0.25763702],negative,-0.62392956,2020-11-12 13:09:00
1148,[0.14857437 0.0151875  0.8362382 ],neutral,0.13338687,2020-11-12 12:27:23
1149,[0.8459988  0.00714865 0.1468526 ],positive,0.8388502,2020-11-12 12:04:42
1150,[0.2621579  0.01019827 0.72764385],neutral,0.25195962,2020-11-12 12:00:00
1151,[0.11335208 0.8220544  0.06459351],negative,-0.7087023,2020-11-12 10:28:45
1152,[0.03230431 0.10833442 0.8593613 ],neutral,-0.07603011,2020-11-12 10:04:00
1153,[0.02714238 0.8833489  0.08950877],negative,-0.85620654,2020-11-12 10:02:52
1154,[0.8353401  0.00932333 0.15533656],positive,0.8260167,2020-11-12 09:42:02
1155,[0.14160669 0.01082727 0.84756607],neutral,0.13077942,2020-11-12 06:57:36
1156,[0.10669111 0.03381283 0.8594961 ],neutral,0.072878286,2020-11-12 06:51:25
1157,[0.06743272 0.6224259  0.31014135],negative,-0.5549932,2020-11-12 05:48:47
1158,[0.5572594  0.09414631 0.3485943 ],positive,0.46311307,2020-11-12 04:40:43
1159,[0.12164722 0.6932916  0.18506113],negative,-0.57164437,2020-11-12 03:56:06
1160,[0.11497033 0.70757806 0.1774516 ],negative,-0.59260774,2020-11-12 03:03:00
1161,[0.0749611  0.05655347 0.86848545],neutral,0.018407632,2020-11-11 20:20:00
1162,[0.06927764 0.1355595  0.79516286],neutral,-0.066281855,2020-11-11 18:08:00
1163,[0.16709341 0.01044402 0.82246256],neutral,0.1566494,2020-11-11 16:58:36
1164,[0.05099908 0.01882126 0.9301797 ],neutral,0.03217782,2020-11-11 16:10:35
1165,[0.02527578 0.04061291 0.9341113 ],neutral,-0.015337132,2020-11-11 14:51:48
1166,[0.03904881 0.07238029 0.8885709 ],neutral,-0.03333148,2020-11-11 14:32:00
1167,[0.9286452  0.01555007 0.05580476],positive,0.9130951,2020-11-11 14:05:18
1168,[0.9479638  0.01487626 0.03716001],positive,0.9330875,2020-11-11 10:05:00
1169,[0.25570995 0.04168378 0.7026063 ],neutral,0.21402617,2020-11-11 08:44:00
1170,[0.6307002  0.00985808 0.35944176],positive,0.6208421,2020-11-11 08:15:51
1171,[0.112349   0.00975321 0.87789774],neutral,0.102595784,2020-11-11 07:45:59
1172,[0.02030587 0.03475835 0.9449358 ],neutral,-0.014452482,2020-11-11 04:50:54
1173,[0.33536184 0.15091659 0.5137216 ],neutral,0.18444525,2020-11-10 10:19:00
1174,[0.3760398  0.02865183 0.59530836],neutral,0.34738797,2020-11-10 09:41:36
1175,[0.34992233 0.05712422 0.59295344],neutral,0.2927981,2020-11-10 09:29:47
1176,[0.40994105 0.01112456 0.57893443],neutral,0.3988165,2020-11-10 07:00:53
1177,[0.05519776 0.49129555 0.45350674],negative,-0.43609777,2020-11-10 06:39:34
1178,[0.01986681 0.8775149  0.1026183 ],negative,-0.8576481,2020-11-10 04:33:08
1179,[0.84022564 0.00874944 0.15102494],positive,0.8314762,2020-11-09 23:00:00
1180,[0.14730464 0.04007868 0.8126167 ],neutral,0.107225955,2020-11-09 22:24:44
1181,[0.02550871 0.8036765  0.17081475],negative,-0.7781678,2020-11-09 16:54:55
1182,[0.06796568 0.29966286 0.6323714 ],neutral,-0.23169717,2020-11-09 16:37:00
1183,[0.12734109 0.01029166 0.8623673 ],neutral,0.11704943,2020-11-09 12:02:56
1184,[0.8723194  0.01217414 0.11550642],positive,0.8601453,2020-11-09 11:22:04
1185,[0.06180842 0.39650652 0.5416851 ],neutral,-0.33469808,2020-11-09 09:50:10
1186,[0.01483418 0.9373423  0.04782356],negative,-0.9225081,2020-11-09 00:27:57
1187,[0.04780038 0.03432259 0.91787696],neutral,0.013477795,2020-11-07 11:44:00
1188,[0.03811547 0.9464075  0.0154769 ],negative,-0.90829206,2020-11-06 17:34:00
1189,[0.06373109 0.16704269 0.7692263 ],neutral,-0.1033116,2020-11-06 17:24:00
1190,[0.23618267 0.01064728 0.75317   ],neutral,0.2255354,2020-11-06 17:04:00
1191,[0.02212616 0.04651053 0.93136334],neutral,-0.024384374,2020-11-06 13:30:33
1192,[0.35561267 0.01938698 0.6250003 ],neutral,0.3362257,2020-11-06 12:59:36
1193,[0.19201058 0.00911297 0.79887646],neutral,0.18289761,2020-11-06 10:11:23
1194,[0.17583548 0.08913112 0.73503345],neutral,0.08670436,2020-11-06 09:35:00
1195,[0.06435303 0.0306854  0.9049615 ],neutral,0.03366763,2020-11-06 08:37:45
1196,[0.06786239 0.2700283  0.66210926],neutral,-0.2021659,2020-11-06 08:10:00
1197,[0.18238413 0.0098187  0.8077972 ],neutral,0.17256543,2020-11-06 06:01:41
1198,[0.63066816 0.01037173 0.35896015],positive,0.6202964,2020-11-05 14:52:01
1199,[0.15986876 0.09865328 0.74147797],neutral,0.061215483,2020-11-05 13:22:37
1200,[0.70177495 0.26348948 0.0347356 ],positive,0.43828547,2020-11-05 11:30:13
1201,[0.08803622 0.04061374 0.87135005],neutral,0.047422476,2020-11-05 10:26:27
1202,[0.11053723 0.01835698 0.87110585],neutral,0.092180245,2020-11-05 07:09:06
1203,[0.07918216 0.58489203 0.3359258 ],negative,-0.5057099,2020-11-05 07:00:42
1204,[0.05125492 0.36409482 0.5846503 ],neutral,-0.3128399,2020-11-04 17:35:23
1205,[0.45055693 0.01478276 0.53466034],neutral,0.43577418,2020-11-04 16:01:56
1206,[0.06294031 0.01404237 0.92301726],neutral,0.048897944,2020-11-04 15:28:20
1207,[0.91676813 0.02211407 0.06111777],positive,0.89465404,2020-11-04 15:12:32
1208,[0.09242038 0.01460315 0.8929765 ],neutral,0.07781723,2020-11-04 14:41:49
1209,[0.0430317 0.1280145 0.8289538],neutral,-0.0849828,2020-11-04 13:47:32
1210,[0.17624187 0.01560913 0.80814904],neutral,0.16063274,2020-11-04 13:41:00
1211,[0.21270555 0.01584323 0.77145123],neutral,0.19686233,2020-11-04 13:34:44
1212,[0.16836877 0.01368811 0.81794316],neutral,0.15468067,2020-11-04 13:33:44
1213,[0.9428926  0.01282364 0.04428377],positive,0.93006897,2020-11-04 13:28:57
1214,[0.8676605  0.01508323 0.11725622],positive,0.85257727,2020-11-04 12:29:00
1215,[0.03482809 0.03392887 0.931243  ],neutral,0.000899218,2020-11-04 11:44:01
1216,[0.9468078  0.02603683 0.02715542],positive,0.920771,2020-11-04 11:25:11
1217,[0.28126636 0.01118319 0.70755047],neutral,0.27008316,2020-11-04 11:00:49
1218,[0.04664286 0.5030046  0.45035255],negative,-0.45636174,2020-11-04 10:25:27
1219,[0.93042564 0.02084351 0.04873076],positive,0.90958214,2020-11-04 09:47:03
1220,[0.9506986  0.01486118 0.03444015],positive,0.93583745,2020-11-04 08:39:00
1221,[0.9268556  0.03564936 0.03749507],positive,0.89120626,2020-11-04 08:38:17
1222,[0.93537694 0.02753084 0.03709223],positive,0.9078461,2020-11-04 08:16:00
1223,[0.45987839 0.01445793 0.52566373],neutral,0.44542044,2020-11-04 00:21:00
1224,[0.53506535 0.33942994 0.12550469],positive,0.19563541,2020-11-03 21:06:00
1225,[0.06087591 0.01672243 0.9224016 ],neutral,0.044153474,2020-11-03 21:05:46
1226,[0.00967341 0.9428421  0.04748448],negative,-0.9331687,2020-11-03 17:50:25
1227,[0.44095147 0.01185144 0.5471971 ],neutral,0.42910004,2020-11-03 16:15:32
1228,[0.08669169 0.0128739  0.9004344 ],neutral,0.07381779,2020-11-03 12:04:12
1229,[0.8443895  0.01627473 0.13933575],positive,0.82811475,2020-11-03 09:42:26
1230,[0.76551414 0.00912176 0.22536413],positive,0.75639236,2020-11-03 09:33:31
1231,[0.9482142  0.02190812 0.02987763],positive,0.92630607,2020-11-03 08:27:16
1232,[0.3221963  0.00751616 0.6702875 ],neutral,0.31468016,2020-11-02 14:49:32
1233,[0.19658674 0.01566107 0.7877522 ],neutral,0.18092567,2020-11-02 13:55:49
1234,[0.03539932 0.90904224 0.05555845],negative,-0.8736429,2020-11-02 11:57:00
1235,[0.02645101 0.02780899 0.94574   ],neutral,-0.0013579819,2020-11-02 11:12:15
1236,[0.0831999  0.4918695  0.42493057],negative,-0.40866962,2020-11-02 10:22:03
1237,[0.9257646  0.05561287 0.01862245],positive,0.87015176,2020-11-02 09:24:00
1238,[0.22491376 0.7261031  0.04898306],negative,-0.50118935,2020-11-02 07:00:53
1239,[0.02382452 0.88751405 0.08866134],negative,-0.86368954,2020-11-02 01:41:07
1240,[0.12007311 0.01734081 0.8625861 ],neutral,0.1027323,2020-11-01 09:00:00
1241,[0.8195969  0.00927063 0.17113249],positive,0.8103263,2020-11-01 08:15:00
1242,[0.08928815 0.02327463 0.8874372 ],neutral,0.06601352,2020-11-01 07:11:38
1243,[0.84858716 0.01000021 0.1414126 ],positive,0.8385869,2020-10-31 08:45:00
1244,[0.05185119 0.4590536  0.48909515],neutral,-0.40720242,2020-10-30 18:15:37
1245,[0.0164916  0.94416153 0.03934685],negative,-0.92766994,2020-10-30 17:59:38
1246,[0.8768145  0.10264147 0.02054406],positive,0.774173,2020-10-30 17:28:09
1247,[0.26947275 0.02418908 0.70633817],neutral,0.24528366,2020-10-30 16:40:26
1248,[0.10295468 0.01200417 0.8850412 ],neutral,0.090950504,2020-10-30 15:34:08
1249,[0.8974606  0.01267864 0.08986073],positive,0.88478196,2020-10-30 15:05:01
1250,[0.04214846 0.9093292  0.04852236],negative,-0.8671807,2020-10-30 14:27:00
1251,[0.9309149  0.02468372 0.04440134],positive,0.90623116,2020-10-30 14:25:44
1252,[0.0489073  0.05293556 0.8981571 ],neutral,-0.0040282533,2020-10-30 13:10:00
1253,[0.917859   0.02055482 0.06158623],positive,0.8973042,2020-10-30 13:05:00
1254,[0.07035837 0.21805245 0.7115892 ],neutral,-0.14769408,2020-10-30 12:45:00
1255,[0.20638834 0.01315141 0.78046024],neutral,0.19323692,2020-10-30 12:40:32
1256,[0.93215954 0.04788611 0.01995437],positive,0.8842734,2020-10-30 11:55:31
1257,[0.9347381  0.03164688 0.03361507],positive,0.9030912,2020-10-30 11:15:00
1258,[0.03599165 0.71281916 0.25118917],negative,-0.6768275,2020-10-30 10:07:00
1259,[0.13256449 0.03626028 0.83117527],neutral,0.09630421,2020-10-30 09:55:28
1260,[0.9353216  0.03060456 0.03407381],positive,0.9047171,2020-10-30 09:27:54
1261,[0.02787779 0.8612105  0.11091169],negative,-0.8333327,2020-10-30 09:26:23
1262,[0.04782197 0.01902909 0.933149  ],neutral,0.028792884,2020-10-30 09:22:15
1263,[0.93215954 0.04788611 0.01995437],positive,0.8842734,2020-10-30 08:55:54
1264,[0.12205919 0.01796422 0.8599766 ],neutral,0.10409497,2020-10-30 07:16:40
1265,[0.95779365 0.02077598 0.02143036],positive,0.9370177,2020-10-30 07:09:00
1266,[0.08686148 0.8890567  0.02408186],negative,-0.8021952,2020-10-30 05:56:09
1267,[0.03736791 0.05389448 0.90873766],neutral,-0.016526572,2020-10-29 23:16:02
1268,[0.45630065 0.51944834 0.02425097],negative,-0.063147694,2020-10-29 20:11:00
1269,[0.8463622  0.07353524 0.08010258],positive,0.7728269,2020-10-29 20:05:16
1270,[0.01012276 0.9736182  0.01625901],negative,-0.96349543,2020-10-29 20:00:00
1271,[0.26200137 0.01219161 0.725807  ],neutral,0.24980976,2020-10-29 19:47:10
1272,[0.06527591 0.02758687 0.9071372 ],neutral,0.037689038,2020-10-29 19:36:00
1273,[0.78195673 0.17138478 0.04665848],positive,0.610572,2020-10-29 19:18:37
1274,[0.05469289 0.69058037 0.25472668],negative,-0.6358875,2020-10-29 19:16:36
1275,[0.07061359 0.02104086 0.9083455 ],neutral,0.04957273,2020-10-29 19:09:59
1276,[0.08202204 0.01647887 0.90149915],neutral,0.06554317,2020-10-29 19:09:06
1277,[0.03932076 0.03205195 0.9286273 ],neutral,0.007268805,2020-10-29 19:07:32
1278,[0.05079151 0.13425346 0.81495506],neutral,-0.08346195,2020-10-29 18:59:12
1279,[0.03307314 0.7190187  0.24790813],negative,-0.6859456,2020-10-29 18:57:41
1280,[0.355195   0.00955065 0.6352544 ],neutral,0.34564435,2020-10-29 18:30:13
1281,[0.03646618 0.95194036 0.01159345],negative,-0.9154742,2020-10-29 18:11:00
1282,[0.09108905 0.7418059  0.167105  ],negative,-0.65071684,2020-10-29 18:09:00
1283,[0.03238499 0.93526584 0.03234923],negative,-0.90288085,2020-10-29 17:38:26
1284,[0.09773654 0.02543103 0.87683237],neutral,0.072305515,2020-10-29 17:38:11
1285,[0.32811916 0.02042186 0.651459  ],neutral,0.3076973,2020-10-29 16:54:34
1286,[0.95694417 0.01712696 0.0259288 ],positive,0.9398172,2020-10-29 16:43:31
1287,[0.9523626  0.01888285 0.02875454],positive,0.9334797,2020-10-29 16:41:53
1288,[0.00750987 0.9721205  0.02036964],negative,-0.96461064,2020-10-29 16:40:37
1289,[0.92327833 0.04460213 0.03211942],positive,0.8786762,2020-10-29 16:27:17
1290,[0.94164324 0.02760925 0.03074756],positive,0.914034,2020-10-29 16:23:00
1291,[0.17936064 0.79526937 0.02536999],negative,-0.61590874,2020-10-29 16:21:20
1292,[0.06014825 0.81428987 0.12556194],negative,-0.7541416,2020-10-29 16:18:06
1293,[0.9151419  0.044353   0.04050504],positive,0.8707889,2020-10-29 16:16:24
1294,[0.9217516  0.05352129 0.02472702],positive,0.86823034,2020-10-29 16:15:08
1295,[0.75623804 0.02398541 0.2197766 ],positive,0.73225266,2020-10-29 16:14:27
1296,[0.9428312  0.01741342 0.03975535],positive,0.9254178,2020-10-29 16:09:00
1297,[0.9419243  0.03331987 0.02475582],positive,0.9086044,2020-10-29 15:31:08
1298,[0.54419243 0.01029013 0.44551745],positive,0.5339023,2020-10-29 13:52:09
1299,[0.9412411  0.02604548 0.03271337],positive,0.9151956,2020-10-29 13:24:00
1300,[0.0449517  0.02070546 0.93434286],neutral,0.024246234,2020-10-29 12:58:45
1301,[0.12253713 0.54039323 0.33706963],negative,-0.4178561,2020-10-29 12:48:00
1302,[0.7383046  0.10094164 0.1607537 ],positive,0.63736296,2020-10-29 10:05:33
1303,[0.05056681 0.9352202  0.01421297],negative,-0.8846534,2020-10-29 09:29:55
1304,[0.25230664 0.72471625 0.0229771 ],negative,-0.4724096,2020-10-29 09:27:32
1305,[0.31883994 0.01207511 0.6690849 ],neutral,0.30676484,2020-10-28 22:06:20
1306,[0.02328763 0.8711389  0.10557345],negative,-0.8478512,2020-10-28 18:40:42
1307,[0.6767661  0.03428242 0.28895152],positive,0.6424837,2020-10-28 18:14:51
1308,[0.04190746 0.0243397  0.9337529 ],neutral,0.01756776,2020-10-28 17:39:15
1309,[0.00794491 0.97036684 0.02168821],negative,-0.9624219,2020-10-28 16:41:04
1310,[0.04484122 0.2383584  0.7168004 ],neutral,-0.19351718,2020-10-28 15:49:21
1311,[0.8338125  0.014439   0.15174851],positive,0.8193735,2020-10-28 15:42:00
1312,[0.05174119 0.8688238  0.07943492],negative,-0.81708264,2020-10-28 15:41:25
1313,[0.06760389 0.09158505 0.8408111 ],neutral,-0.023981154,2020-10-28 15:34:10
1314,[0.02355083 0.8810756  0.09537361],negative,-0.8575248,2020-10-28 15:25:18
1315,[0.04065722 0.24530005 0.7140427 ],neutral,-0.20464283,2020-10-28 15:18:50
1316,[0.13887183 0.7324326  0.12869555],negative,-0.59356076,2020-10-28 15:11:41
1317,[0.06189212 0.02119377 0.9169141 ],neutral,0.04069835,2020-10-28 14:59:11
1318,[0.04644416 0.03690508 0.91665083],neutral,0.009539079,2020-10-28 14:55:21
1319,[0.2247923  0.02797966 0.7472281 ],neutral,0.19681264,2020-10-28 14:52:09
1320,[0.5037095  0.14446777 0.3518227 ],positive,0.35924172,2020-10-28 14:48:28
1321,[0.04925233 0.03078853 0.9199591 ],neutral,0.018463809,2020-10-28 14:42:40
1322,[0.12535638 0.7770862  0.09755748],negative,-0.6517298,2020-10-28 14:27:00
1323,[0.03329406 0.04874293 0.917963  ],neutral,-0.015448865,2020-10-28 13:53:32
1324,[0.15480264 0.22772193 0.61747545],neutral,-0.072919294,2020-10-28 13:36:06
1325,[0.01059386 0.9684464  0.02095983],negative,-0.95785254,2020-10-28 13:21:00
1326,[0.057328   0.40328476 0.5393872 ],neutral,-0.34595674,2020-10-28 13:00:00
1327,[0.05525249 0.02939352 0.915354  ],neutral,0.025858974,2020-10-28 12:38:00
1328,[0.11259276 0.021413   0.8659942 ],neutral,0.091179766,2020-10-28 12:24:20
1329,[0.02183646 0.9130943  0.06506929],negative,-0.8912578,2020-10-28 10:39:00
1330,[0.04122621 0.8654791  0.09329465],negative,-0.8242529,2020-10-28 09:40:47
1331,[0.09352475 0.02130148 0.8851738 ],neutral,0.072223276,2020-10-28 09:36:00
1332,[0.04836043 0.51164836 0.43999118],negative,-0.46328792,2020-10-28 08:56:15
1333,[0.56171674 0.01097823 0.427305  ],positive,0.5507385,2020-10-28 08:30:00
1334,[0.10623313 0.22440578 0.6693611 ],neutral,-0.11817265,2020-10-28 07:37:00
1335,[0.27993345 0.48210192 0.23796463],negative,-0.20216846,2020-10-28 07:33:33
1336,[0.19336137 0.21966203 0.5869766 ],neutral,-0.026300654,2020-10-28 06:03:00
1337,[0.02264241 0.48216602 0.49519166],neutral,-0.45952362,2020-10-28 04:24:32
1338,[0.03717323 0.02883383 0.9339929 ],neutral,0.0083393995,2020-10-28 04:08:00
1339,[0.02374656 0.77238494 0.20386851],negative,-0.7486384,2020-10-28 02:26:00
1340,[0.8767404  0.01928698 0.10397262],positive,0.8574534,2020-10-27 20:29:49
1341,[0.17887221 0.01570369 0.8054241 ],neutral,0.16316852,2020-10-27 18:26:24
1342,[0.8865816  0.07893227 0.0344861 ],positive,0.8076493,2020-10-27 18:18:23
1343,[0.10191706 0.28022748 0.6178555 ],neutral,-0.17831042,2020-10-27 17:20:16
1344,[0.10191706 0.2802275  0.6178554 ],neutral,-0.17831045,2020-10-27 16:48:35
1345,[0.17198668 0.02575964 0.80225366],neutral,0.14622705,2020-10-27 16:22:00
1346,[0.9477809  0.02572413 0.02649489],positive,0.9220568,2020-10-27 14:55:17
1347,[0.81473833 0.00698818 0.17827341],positive,0.80775017,2020-10-27 13:50:00
1348,[0.05011532 0.02934924 0.9205354 ],neutral,0.020766074,2020-10-27 13:07:59
1349,[0.15533166 0.00912642 0.83554196],neutral,0.14620523,2020-10-27 11:14:00
1350,[0.2240477  0.09014025 0.68581206],neutral,0.13390745,2020-10-27 10:40:56
1351,[0.01397872 0.87011427 0.11590706],negative,-0.85613555,2020-10-27 09:59:01
1352,[0.79048616 0.00723295 0.2022809 ],positive,0.7832532,2020-10-27 09:40:48
1353,[0.07334318 0.46666273 0.4599941 ],negative,-0.39331955,2020-10-27 09:40:00
1354,[0.74323326 0.00720981 0.24955687],positive,0.7360234,2020-10-27 09:03:00
1355,[0.06110859 0.02348799 0.9154034 ],neutral,0.037620597,2020-10-27 09:00:00
1356,[0.9292585  0.02328856 0.04745285],positive,0.90597,2020-10-27 07:45:01
1357,[0.06262241 0.02074665 0.916631  ],neutral,0.041875754,2020-10-27 01:55:35
1358,[0.03916897 0.7813462  0.1794848 ],negative,-0.74217725,2020-10-26 23:28:12
1359,[0.03784123 0.1373119  0.8248469 ],neutral,-0.099470675,2020-10-26 19:37:00
1360,[0.69359106 0.00992419 0.2964847 ],positive,0.6836669,2020-10-26 17:31:06
1361,[0.03982428 0.02160181 0.93857396],neutral,0.01822247,2020-10-26 10:23:50
1362,[0.03046935 0.0210936  0.94843704],neutral,0.009375749,2020-10-26 08:00:08
1363,[0.10940959 0.01439486 0.8761956 ],neutral,0.09501472,2020-10-25 09:18:00
1364,[0.46464527 0.02229972 0.513055  ],neutral,0.44234553,2020-10-25 08:00:00
1365,[0.77981216 0.01051952 0.20966823],positive,0.76929265,2020-10-25 06:42:48
1366,[0.8702448  0.07220175 0.05755347],positive,0.7980431,2020-10-25 06:21:00
1367,[0.21435753 0.17127228 0.61437017],neutral,0.043085247,2020-10-25 06:10:12
1368,[0.9143469  0.01163148 0.07402167],positive,0.9027154,2020-09-21 18:25:44
1369,[0.0244423  0.6158299  0.35972786],negative,-0.59138757,2020-09-21 14:50:47
1370,[0.13293721 0.04425558 0.8228072 ],neutral,0.08868163,2020-09-21 11:58:15
1371,[0.30022988 0.03859797 0.66117215],neutral,0.2616319,2020-09-21 08:25:00
1372,[0.03570274 0.8062553  0.158042  ],negative,-0.7705525,2020-09-20 17:17:05
1373,[0.08840462 0.03211951 0.8794759 ],neutral,0.056285106,2020-09-18 16:44:56
1374,[0.25299916 0.6058754  0.1411255 ],negative,-0.35287622,2020-09-18 13:32:08
1375,[0.47920033 0.36938015 0.15141958],positive,0.10982019,2020-09-18 09:00:00
1376,[0.79789275 0.00772075 0.19438644],positive,0.790172,2020-09-18 07:47:00
1377,[0.01327893 0.92551553 0.06120557],negative,-0.9122366,2020-09-18 04:42:48
1378,[0.06245888 0.8624141  0.07512699],negative,-0.79995525,2020-09-17 08:15:04
1379,[0.3882609  0.04019399 0.5715451 ],neutral,0.3480669,2020-09-17 06:00:00
1380,[0.72500914 0.01670044 0.25829047],positive,0.7083087,2020-09-16 20:22:46
1381,[0.77312803 0.01644592 0.21042603],positive,0.7566821,2020-09-16 16:50:36
1382,[0.13330334 0.03809095 0.8286057 ],neutral,0.09521239,2020-09-16 13:38:53
1383,[0.7538204  0.00739228 0.23878731],positive,0.74642813,2020-09-16 09:30:00
1384,[0.01778375 0.76181626 0.22039996],negative,-0.7440325,2020-09-16 08:48:13
1385,[0.1155988  0.00920797 0.87519324],neutral,0.106390834,2020-09-15 20:26:00
1386,[0.20612031 0.0077908  0.7860888 ],neutral,0.19832951,2020-09-15 12:00:46
1387,[0.07936668 0.01173411 0.9088992 ],neutral,0.06763257,2020-09-15 12:00:02
1388,[0.03822772 0.09439933 0.86737293],neutral,-0.056171607,2020-09-15 11:40:00
1389,[0.19688343 0.00846279 0.7946537 ],neutral,0.18842064,2020-09-15 10:59:00
